"FindingId","Track","System","File","Evidence","Impact","Severity","Recommendation","Verification","SourceRegister","ReviewStatus","Notes"
"P10-F00071","10.2 Serialization Order And Versioning","Custom:Champions","Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","Serialize:L458;Deserialize:L467;SerialCtor:L455; class=Server.Items.PlagueBeastBackupOrgan; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00072","10.2 Serialization Order And Versioning","Custom:Champions","Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","Serialize:L175;Deserialize:L182;SerialCtor:L172; class=Server.Items.PlagueBeastMaidenOrgan; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00073","10.2 Serialization Order And Versioning","Custom:Champions","Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","Serialize:L577;Deserialize:L586;SerialCtor:L574; class=Server.Items.PlagueBeastMainOrgan; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00074","10.2 Serialization Order And Versioning","Custom:Champions","Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","Serialize:L121;Deserialize:L132;SerialCtor:L118; class=Server.Items.PlagueBeastOrgan; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00075","10.2 Serialization Order And Versioning","Custom:Champions","Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","Serialize:L235;Deserialize:L242;SerialCtor:L232; class=Server.Items.PlagueBeastRockOrgan; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00076","10.2 Serialization Order And Versioning","Custom:Champions","Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","Serialize:L338;Deserialize:L347;SerialCtor:L335; class=Server.Items.PlagueBeastRubbleOrgan; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00077","10.2 Serialization Order And Versioning","Custom:Champions","Data/Scripts/Custom/Champions/Items/PlagueBeastVein.cs","Serialize:L73;Deserialize:L82;SerialCtor:L70; class=Server.Items.PlagueBeastVein; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00078","10.2 Serialization Order And Versioning","Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Minions/PlagueBeastLord.cs","Serialize:L276;Deserialize:L294;SerialCtor:L273; class=Server.Mobiles.PlagueBeastLord; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00079","10.2 Serialization Order And Versioning","Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Minions/PlagueBeastLord.cs","Serialize:L276;Deserialize:L294;SerialCtor:L273; class=Server.Mobiles.PlagueBeastLord; category=WriteReadAlignment","Save","P0","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00080","10.2 Serialization Order And Versioning","Custom:Champions","Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSpawn.cs","Serialize:L1144;Deserialize:L1185;SerialCtor:L1052;VersionWrite:L1148;VersionRead:L1191; class=Server.Engines.CannedEvil.ChampionSpawn; category=WriteReadAlignment","Save","P0","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00081","10.2 Serialization Order And Versioning","Custom:CloneOfflinePlayerCharacters","Data/Scripts/Custom/CloneOfflinePlayerCharacters/BackpackClone.cs","Serialize:L46;Deserialize:L52;SerialCtor:L20;VersionWrite:L49; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.BackpackClone; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00082","10.2 Serialization Order And Versioning","Custom:CloneOfflinePlayerCharacters","Data/Scripts/Custom/CloneOfflinePlayerCharacters/BackpackClone.cs","Serialize:L46;Deserialize:L52;SerialCtor:L20;VersionWrite:L49; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.BackpackClone; category=WriteReadAlignment","Save","P0","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00083","10.2 Serialization Order And Versioning","Custom:CloneOfflinePlayerCharacters","Data/Scripts/Custom/CloneOfflinePlayerCharacters/BackpackClone.cs","Serialize:L46;Deserialize:L52;SerialCtor:L20;VersionWrite:L49; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.BackpackClone; category=SerializedSourceProjectTruth","Save","P2","Resolve project truth status before relying on this serialized source during reorganization.","Re-run project truth and Phase 6 serialization register.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00084","10.2 Serialization Order And Versioning","Custom:CloneOfflinePlayerCharacters","Data/Scripts/Custom/CloneOfflinePlayerCharacters/CharacterClone.cs","Serialize:L272;Deserialize:L279;SerialCtor:L41;VersionWrite:L275; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.CharacterClone; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00085","10.2 Serialization Order And Versioning","Custom:CloneOfflinePlayerCharacters","Data/Scripts/Custom/CloneOfflinePlayerCharacters/CharacterClone.cs","Serialize:L272;Deserialize:L279;SerialCtor:L41;VersionWrite:L275; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.CharacterClone; category=WriteReadAlignment","Save","P0","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00086","10.2 Serialization Order And Versioning","Custom:CloneOfflinePlayerCharacters","Data/Scripts/Custom/CloneOfflinePlayerCharacters/CharacterClone.cs","Serialize:L272;Deserialize:L279;SerialCtor:L41;VersionWrite:L275; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.CharacterClone; category=SerializedSourceProjectTruth","Save","P2","Resolve project truth status before relying on this serialized source during reorganization.","Re-run project truth and Phase 6 serialization register.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00087","10.2 Serialization Order And Versioning","Custom:CloneOfflinePlayerCharacters","Data/Scripts/Custom/CloneOfflinePlayerCharacters/EtherealMountClone.cs","Serialize:L36;Deserialize:L42;SerialCtor:L31;VersionWrite:L39; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.EtherealMountClone; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00088","10.2 Serialization Order And Versioning","Custom:CloneOfflinePlayerCharacters","Data/Scripts/Custom/CloneOfflinePlayerCharacters/EtherealMountClone.cs","Serialize:L36;Deserialize:L42;SerialCtor:L31;VersionWrite:L39; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.EtherealMountClone; category=WriteReadAlignment","Save","P0","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00089","10.2 Serialization Order And Versioning","Custom:CloneOfflinePlayerCharacters","Data/Scripts/Custom/CloneOfflinePlayerCharacters/EtherealMountClone.cs","Serialize:L36;Deserialize:L42;SerialCtor:L31;VersionWrite:L39; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.EtherealMountClone; category=SerializedSourceProjectTruth","Save","P2","Resolve project truth status before relying on this serialized source during reorganization.","Re-run project truth and Phase 6 serialization register.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00090","10.2 Serialization Order And Versioning","Custom:CloneOfflinePlayerCharacters","Data/Scripts/Custom/CloneOfflinePlayerCharacters/MountClone.cs","Serialize:L45;Deserialize:L51;SerialCtor:L40;VersionWrite:L48; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.MountClone; category=VersionHandling","Save","P1","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"P10-F00091","10.2 Serialization Order And Versioning","Custom:CloneOfflinePlayerCharacters","Data/Scripts/Custom/CloneOfflinePlayerCharacters/MountClone.cs","Serialize:L45;Deserialize:L51;SerialCtor:L40;VersionWrite:L48; class=Server.Custom.Confictura.CloneOfflinePlayerCharacters.MountClone; category=WriteReadAlignment","Save","P0","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","phase-06-save-compatibility-repair-backlog.csv","NeedsManualReview","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
