"System","Classification","File","PrimaryRole","SecondaryRoles","RuntimeHooks","SerializedState","Gumps","ConfigData","VerificationStatus"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Healers/MarbleCityHealerDeed.cs","Persistence","Economy","","class:MarbleCityHealerDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Healers/NecroCityHealerDeed.cs","Persistence","Economy","","class:NecroCityHealerDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Healers/PlasterCityHealerDeed.cs","Persistence","Economy","","class:PlasterCityHealerDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Healers/SandstoneCityHealerDeed.cs","Persistence","Economy","","class:SandstoneCityHealerDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Healers/StoneCityHealerDeed.cs","Persistence","Economy","","class:StoneCityHealerDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Healers/WoodCityHealerDeed.cs","Persistence","Economy","","class:WoodCityHealerDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/AsianCityMarketDeed.cs","Persistence","Economy","","class:AsianCityMarketDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/FieldstoneCityMarketDeed.cs","Persistence","Economy","","class:FieldStoneCityMarketDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/MarbleCityMarketDeed.cs","Persistence","Economy","","class:MarbleCityMarketDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/NecroCityMarketDeed.cs","Persistence","Economy","","class:NecroCityMarketDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/PlasterCityMarketDeed.cs","Persistence","Economy","","class:PlasterCityMarketDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/SandstoneCityMarketDeed.cs","Persistence","Economy","","class:SandstoneCityMarketDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/StoneCityMarketDeed.cs","Persistence","Economy","","class:StoneCityMarketDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Markets/WoodCityMarketDeed.cs","Persistence","Economy","","class:WoodCityMarketDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Moongates/AsianCityMoongateDeed.cs","Persistence","Economy","","class:AsianCityMoongateDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Moongates/MarbleCityMoongateDeed.cs","Persistence","Economy","","class:MarbleCityMoongateDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Moongates/NecroCityMoongateDeed.cs","Persistence","Economy","","class:NecroCityMoongateDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Moongates/SandstoneCityMoongateDeed.cs","Persistence","Economy","","class:SandstoneCityMoongateDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Moongates/StoneCityMoongateDeed.cs","Persistence","Economy","","class:StoneCityMoongateDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Moongates/WoodCityMoongateDeed.cs","Persistence","Economy","","class:WoodCityMoongateDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Parks & Gardens/LargeCityGardenDeed.cs","Persistence","Economy","","class:LargeCityGardenDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Parks & Gardens/LargeCityParkDeed.cs","Persistence","Economy","","class:LargeCityParkDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Parks & Gardens/MediumCityGardenDeed.cs","Persistence","Economy","","class:MediumCityGardenDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Parks & Gardens/MediumCityParkDeed.cs","Persistence","Economy","","class:MediumCityParkDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Parks & Gardens/SmallCityGardenDeed.cs","Persistence","Economy","","class:SmallCityGardenDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Parks & Gardens/SmallCityParkDeed.cs","Persistence","Economy","","class:SmallCityParkDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/AsainCityHealerDeed.cs","Persistence","Economy","","class:AsianCityStableDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/FieldstoneCityHealerDeed.cs","Persistence","Economy","","class:FieldstoneCityStableDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/MarbleCityHealerDeed.cs","Persistence","Economy","","class:MarbleCityStableDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/NecroCityHealerDeed.cs","Persistence","Economy","","class:NecroCityStableDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/PlasterCityHealerDeed.cs","Persistence","Economy","","class:PlasterCityStableDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/SandstoneCityHealerDeed.cs","Persistence","Economy","","class:SandstoneCityStableDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/StoneCityHealerDeed.cs","Persistence","Economy","","class:StoneCityStableDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Stable/WoodCityHealerDeed.cs","Persistence","Economy","","class:WoodCityStableDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/AsianCityTavernDeed.cs","Persistence","Economy","","class:AsianCityTavernDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/FieldstoneCityTavernDeed.cs","Persistence","Economy","","class:FieldstoneCityTavernDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/MarbleCityTavernDeed.cs","Persistence","Economy","","class:MarbleCityTavernDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/NecroCityTavernDeed.cs","Persistence","Economy","","class:NecroCityTavernDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/PlasterCityTavernDeed.cs","Persistence","Economy","","class:PlasterCityTavernDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/SandstoneCityTavernDeed.cs","Persistence","Economy","","class:SandstoneCityTavernDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/StoneCityTavernDeed.cs","Persistence","Economy","","class:StoneCityTavernDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Deeds/Stock Deeds/Taverns/WoodCityTavernDeed.cs","Persistence","Economy","","class:WoodCityTavernDeed","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Misc/CityMallToken.cs","Persistence","Economy","","class:CityMallToken","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Misc/CityVendorDismissTimer.cs","StartupWiring","Economy","CustomTimerSubclass","","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Misc/MoveVendorTarget.cs","Economy","","","","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Signs/CivicSign.cs","GumpUI","Persistence;Economy","","class:CivicSign","SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Signs/RecCivicSign.cs","Persistence","Economy","","class:RecCivicSign","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Stones/CityBankStone.cs","Persistence","Economy","OnSpeech","class:CityBankStone","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Stones/CityManagementStone.cs","CommandSurface","StartupWiring;GumpUI;Persistence;Economy","CustomTimerSubclass;Initialize","class:JoinCityTarget;class:CitySponsorTarget;class:CityManagementStone;class:CityUpdateTarget;class:CityUpdateTimer","SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Stones/CityResurrectionStone.cs","GumpUI","Persistence;Economy","","class:ResStone;class:CityResurrectEntry;class:CityLockKarmaEntry;class:CityTitheEntry;class:TitheEntry;class:CityResurrectionStone","SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Stones/CityStableStone.cs","GumpUI","Persistence;Economy","OnSpeech","class:CityStableStone;class:StableEntry;class:ClaimAllEntry;class:StableTarget;class:ClaimListGump","OnResponse;SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Items/Stones/CityVotingStone.cs","StartupWiring","GumpUI;Persistence;Economy","CustomTimerSubclass","class:CityVotingStone;class:CityElectionTimer","SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/NPC Vendor Mall 2.1/LandLord.cs","StartupWiring","Persistence;Economy","Initialize;OnSpeech","class:BaseLandLord;class:InternalTarget;class:LandLord","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/NPC Vendor Mall 2.1/MallToken.cs","Persistence","Economy","","enum:MallDuration;class:VendorMallToken","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/NPC Vendor Mall 2.1/SBLandLord.cs","Economy","","","","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Prompts/CitizenTitleChangePrompt.cs","GumpUI","Economy","","","OnResponse;SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Prompts/CityCorpseFeePrompt.cs","GumpUI","Economy","","","OnResponse;SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Prompts/CityNamePrompt.cs","GumpUI","Economy","","","OnResponse;SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Prompts/CityResFeePrompt.cs","GumpUI","Economy","","","OnResponse;SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Prompts/CityTaxesIncomePrompt.cs","GumpUI","Economy","","","OnResponse;SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Prompts/CityTaxesPropertyPrompt.cs","GumpUI","Economy","","","OnResponse;SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Prompts/CityTaxesTravelPrompt.cs","GumpUI","Economy","","","OnResponse;SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Prompts/CityTreasuryDepoistPrompt.cs","GumpUI","Economy","","","OnResponse;SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Prompts/CityTreasuryWithdrawPrompt.cs","GumpUI","Economy","","","OnResponse;SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Prompts/CityURLPrompt.cs","GumpUI","Economy","","","OnResponse;SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Regions/CityMarketRegion.cs","RegionPolicy","Economy;WorldState","RegionOverride","","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Regions/PlayerCityRegion.cs","RegionPolicy","Economy;WorldState","OnSpeech;RegionOverride","","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Resourcebox/CityResourceBox.cs","Persistence","Economy","","class:CityResourceBox","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Resourcebox/CityResourceBoxDeed.cs","Persistence","Economy","","class:CityResourceBoxDeed;class:CityBoxTarget","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Resourcebox/ResourceBox.cs","GumpUI","Persistence;Economy","","class:ResourceBox","SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Resourcebox/StorageTypes.cs","Economy","","","","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Vendor/CityContractOfEmployment.cs","Persistence","Economy","","class:CityContractOfEmployment","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Vendor/CityLandLord.cs","GumpUI","Persistence;Economy","","class:CityLandLord","SendGump","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Vendor/CityManager.cs","Persistence","Economy","","class:CityManager","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Vendor/CityPlayerVendor.cs","CommandSurface","StartupWiring;Persistence;Economy","Initialize;OnSpeech","class:CityVendorBackpack;class:CityPlayerVendor;class:VendorMoveTarget","","","PartiallyVerified"
"Government","GameplayLayer","Data/Scripts/Custom/Government System/Vendor/CityRentedVendor.cs","StartupWiring","GumpUI;Persistence;Economy","CustomTimerSubclass","class:CityRentedVendor;class:RejectContract;class:ContractOptionsEntry;class:RentalExpireTimer;class:CityRenterVendorRentalGump","SendGump","","PartiallyVerified"
