"System","File","Line","GumpHook","Guards","Risk","Evidence","NeedsBoundsReview","NeedsNullStateReview"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/Gumps/XmlSpawnerGumps.cs","343","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/Gumps/XmlSpawnerGumps.cs","1310","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttach/Gumps/XmlGetAttachGump.cs","625","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttach/Gumps/XmlGetAttachGump.cs","888","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlDialog.cs","1888","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","2886","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","3314","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","3458","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","3568","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlItems/QuestNote.cs","264","OnResponse","AccessGuard;BoundsGuard;PacketReadGuard;StateGuard","High","public override void OnResponse(Server.Network.NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/Gumps/CTFGump.cs","457","OnResponse","BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/Gumps/CTFGump.cs","1134","OnResponse","BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/Gumps/DeathBallGump.cs","357","OnResponse","BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/Gumps/DeathmatchGump.cs","424","OnResponse","BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/Gumps/KingOfTheHillGump.cs","358","OnResponse","BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/Gumps/LastManStandingGump.cs","362","OnResponse","BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/Gumps/TeamDeathballGump.cs","386","OnResponse","BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/Gumps/TeamDeathmatchGump.cs","435","OnResponse","BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/Gumps/TeamKotHGump.cs","386","OnResponse","BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/Gumps/TeamLMSGump.cs","365","OnResponse","BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/Gumps/PointsRewardGump.cs","140","OnResponse","BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPropsGumps/XmlPropsGump.cs","310","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPropsGumps/XmlSetCustomEnumGump.cs","29","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo relayInfo)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPropsGumps/XmlSetGump.cs","288","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(int hue)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPropsGumps/XmlSetGump.cs","313","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPropsGumps/XmlSetListOptionGump.cs","221","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPropsGumps/XmlSetObjectGump.cs","270","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(Mobile from, string text)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPropsGumps/XmlSetObjectGump.cs","341","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPropsGumps/XmlSetPoint2DGump.cs","267","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPropsGumps/XmlSetPoint3DGump.cs","280","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlPropsGumps/XmlSetTimeSpanGump.cs","148","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlQuest/XmlQuestLeaders.cs","809","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlQuest/Gumps/QuestLogGump.cs","65","OnResponse","BoundsGuard;DeletedGuard;NullGuard;StateGuard","Medium","public override void OnResponse(Server.Network.NetState sender, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlQuest/Gumps/QuestRewardGump.cs","140","OnResponse","BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlQuest/Gumps/XmlPlayerQuestGump.cs","22","OnResponse","BoundsGuard;DeletedGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(Server.Network.NetState sender, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlQuest/Gumps/XmlQuestBookGump.cs","65","OnResponse","BoundsGuard;DeletedGuard;NullGuard;StateGuard","Medium","public override void OnResponse(Server.Network.NetState sender, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlQuest/Gumps/XmlQuestGumps.cs","61","OnResponse","BoundsGuard;DeletedGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlQuest/Gumps/XmlQuestGumps.cs","627","OnResponse","BoundsGuard;DeletedGuard;NullGuard;StateGuard","Medium","public override void OnResponse(Server.Network.NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlQuest/Gumps/XmlQuestHolderGumps.cs","742","OnResponse","BoundsGuard;DeletedGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlQuest/Gumps/XmlQuestHolderGumps.cs","905","OnResponse","BoundsGuard;DeletedGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlAdd.cs","1404","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlAdd.cs","1953","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlAdd.cs","2046","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlEdit.cs","143","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlEdit.cs","838","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlEdit.cs","1422","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlFind.cs","2483","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlFind.cs","2861","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlFind.cs","2941","OnResponse","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/Gumps/XmlCategorizedAddGump.cs","569","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/Gumps/XmlPartialCategorizedAddGump.cs","211","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(Server.Network.NetState sender, RelayInfo info)","No","No"
"Boats","Data/Scripts/Items/Boats/Cargo.cs","516","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Boats","Data/Scripts/Items/Boats/CarpetBuild.cs","202","OnResponse","AccessGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
"Boats","Data/Scripts/Items/Boats/PirateBounty.cs","132","OnResponse","AccessGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
"Boats","Data/Scripts/Items/Boats/RenameBoatPrompt.cs","16","OnResponse","DeletedGuard;NullGuard;StateGuard","High","public override void OnResponse(Mobile from, string text)","Yes","No"
"Boats","Data/Scripts/Items/Boats/Gumps/ConfirmDryDockGump.cs","70","OnResponse","BoundsGuard;DeletedGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Boats","Data/Scripts/Items/Boats/Gumps/FindboatGump.cs","146","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Boats","Data/Scripts/Items/Boats/Gumps/TillerManGump.cs","56","OnResponse","BoundsGuard;NullGuard;StateGuard","Medium","public override void OnResponse(NetState sender, RelayInfo info)","No","No"
"Items:Books","Data/Scripts/Items/Books/BardsTaleNote.cs","169","OnResponse","AccessGuard;BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Books","Data/Scripts/Items/Books/DoomFlayerNote.cs","52","OnResponse","PacketReadGuard;RangeGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
"Government","Data/Scripts/Items/Books/DynamicBook.cs","77","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Government","Data/Scripts/Items/Books/DynamicBook.cs","122","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Government","Data/Scripts/Items/Books/DynamicBook.cs","181","OnResponse","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","public override void OnResponse(NetState state, RelayInfo info)","No","No"
"Items:Books","Data/Scripts/Items/Books/LearnGranite.cs","212","OnResponse","PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
"Items:Books","Data/Scripts/Items/Books/LearnLeather.cs","193","OnResponse","PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
"Items:Books","Data/Scripts/Items/Books/LearnMetal.cs","233","OnResponse","PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
"Items:Books","Data/Scripts/Items/Books/LearnMisc.cs","121","OnResponse","PacketReadGuard;StateGuard","High","public override void OnResponse(NetState state, RelayInfo info)","Yes","No"
