"SystemOwner","File","SourceHash","Type","Surface","TimeSource","Mutation","Disposition","Adapter","CatalogKey","TestId","Evidence","Rationale"
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Saruman.cs","F997FCCD494E0B42E5CE3F06AF527C442326AFB47E10F6B0296C1ADED4049B2D","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Saruman.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Talos.cs","AD10B27D1BA0BF0D0F673B6F724F8DE94C96C573C7778D84DF45150216871A8A","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Talos.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Thor.cs","CDBEE5112B97BAA1883C71C2F809D61FDCDF6B589D1CB1C041B15B3A355BB7A2","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Thor.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Tiamat.cs","6BC06AA285D2D92F64A407DBCAE6256B03E289E83D750EFD0E373552784E0514","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Tiamat.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Treebeard.cs","05C30A65602CA5CB83EC0EFA91BDE1FAC1DCF9AB68082B67F313895C7F23175F","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Treebeard.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Vecna.cs","63F25A3972E996383ED7E9BA79E07FA5D9A7BD23A47623A50011A866FF91590A","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Vecna.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Volturnus.cs","0A39631163365E120D3E8489416B391286EEBD97ECB05CB13FE93DCCA66DC1F8","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Volturnus.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Zeus.cs","1D89D8498C336F6386F4315C7B0228B3F543A024432FC396B14B37641DF8055B","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Zeus.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Barracoon.cs","679BADBE1908AAD9DB1E569F6116CA1F1FF89FC93111E73498521D779C1E38FE","RuntimeScript","Timer.Subclass","WallClock","None","WallClockUnaffected","Mutation backstop and explicit effect adapters","Effect:*","TBC-TIMER-OWNER","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Barracoon.cs regex::\s*Timer\b","Timers remain wall-clock unless an owner-aware effect catalog entry overrides them."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Barracoon.cs","679BADBE1908AAD9DB1E569F6116CA1F1FF89FC93111E73498521D779C1E38FE","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Barracoon.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Ilhenir.cs","3B1354B148A5E7B57BDB8E778FCCA8074F599E6C4F0E8B85BADC9FE5C45EAEE2","RuntimeScript","Timer.DelayCall","WallClock","None","WallClockUnaffected","Mutation backstop","Effect:DelayCall","TBC-TIMER-DELAY","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Ilhenir.cs regex:Timer\.DelayCall\s*\(","Delayed world work stays wall-clock; participant mutations still require an authorized scope."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Ilhenir.cs","3B1354B148A5E7B57BDB8E778FCCA8074F599E6C4F0E8B85BADC9FE5C45EAEE2","RuntimeScript","Clock.DateTimeNow","WallClock","None","WallClockUnaffected","Central actor-time seams","Clock:*","TBC-CLOCK-WALL","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Ilhenir.cs regex:DateTime\.Now","Only central combat cooldown, skill, spell, effect, and AI seams use participant time."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Ilhenir.cs","3B1354B148A5E7B57BDB8E778FCCA8074F599E6C4F0E8B85BADC9FE5C45EAEE2","RuntimeScript","Mutation.Damage","N/A","Damage","NativeBridge","Mobile.Damage mutation scope","Mutation:Damage","TBC-MUTATION-DAMAGE","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Ilhenir.cs regex:\.Damage\s*\(","Participant damage must originate from an authorized action or effect scope."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Ilhenir.cs","3B1354B148A5E7B57BDB8E778FCCA8074F599E6C4F0E8B85BADC9FE5C45EAEE2","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Ilhenir.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/LordOaks.cs","D7568862401C02A575096E7B91417AA216E7F216C0D5FDF6EDEF98735FB70AD4","RuntimeScript","Mutation.Damage","N/A","Damage","NativeBridge","Mobile.Damage mutation scope","Mutation:Damage","TBC-MUTATION-DAMAGE","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/LordOaks.cs regex:\.Damage\s*\(","Participant damage must originate from an authorized action or effect scope."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/LordOaks.cs","D7568862401C02A575096E7B91417AA216E7F216C0D5FDF6EDEF98735FB70AD4","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/LordOaks.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/LordOaks.cs","D7568862401C02A575096E7B91417AA216E7F216C0D5FDF6EDEF98735FB70AD4","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/LordOaks.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Mephitis.cs","C8EBDD8C1017080F243F9FF665C106BED828C945EDB2B97643EEEB50A1749003","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Mephitis.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Neira.cs","BC91014017880608F75F75554BE3AA018254B0EA01597ED52EC14C81BF5868F8","RuntimeScript","Timer.Subclass","WallClock","None","WallClockUnaffected","Mutation backstop and explicit effect adapters","Effect:*","TBC-TIMER-OWNER","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Neira.cs regex::\s*Timer\b","Timers remain wall-clock unless an owner-aware effect catalog entry overrides them."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Neira.cs","BC91014017880608F75F75554BE3AA018254B0EA01597ED52EC14C81BF5868F8","RuntimeScript","Mutation.Damage","N/A","Damage","NativeBridge","Mobile.Damage mutation scope","Mutation:Damage","TBC-MUTATION-DAMAGE","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Neira.cs regex:\.Damage\s*\(","Participant damage must originate from an authorized action or effect scope."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Neira.cs","BC91014017880608F75F75554BE3AA018254B0EA01597ED52EC14C81BF5868F8","RuntimeScript","Legality.PvP","N/A","None","NativeBridge","Post-legality combat intent bridge","Legality:*","TBC-LEGALITY","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Neira.cs regex:CanBe(Harmful|Beneficial)|Notoriety|PvPConsent|ChallengeGame|Government","Existing legality remains authoritative and group creation occurs only after it passes."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Neira.cs","BC91014017880608F75F75554BE3AA018254B0EA01597ED52EC14C81BF5868F8","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Neira.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Rikktor.cs","08A5BFF79BC9A50BD464D83ADC7E44A55F95BB45CF26CED9AE1CDC20573F4709","RuntimeScript","Mutation.Damage","N/A","Damage","NativeBridge","Mobile.Damage mutation scope","Mutation:Damage","TBC-MUTATION-DAMAGE","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Rikktor.cs regex:\.Damage\s*\(","Participant damage must originate from an authorized action or effect scope."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Rikktor.cs","08A5BFF79BC9A50BD464D83ADC7E44A55F95BB45CF26CED9AE1CDC20573F4709","RuntimeScript","Legality.PvP","N/A","None","NativeBridge","Post-legality combat intent bridge","Legality:*","TBC-LEGALITY","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Rikktor.cs regex:CanBe(Harmful|Beneficial)|Notoriety|PvPConsent|ChallengeGame|Government","Existing legality remains authoritative and group creation occurs only after it passes."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Rikktor.cs","08A5BFF79BC9A50BD464D83ADC7E44A55F95BB45CF26CED9AE1CDC20573F4709","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Rikktor.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Semidar.cs","893F6AB9069FD1BAA00E6D075878E32DD2498A028CE658D9623D14EAF7845370","RuntimeScript","Mutation.Damage","N/A","Damage","NativeBridge","Mobile.Damage mutation scope","Mutation:Damage","TBC-MUTATION-DAMAGE","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Semidar.cs regex:\.Damage\s*\(","Participant damage must originate from an authorized action or effect scope."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Semidar.cs","893F6AB9069FD1BAA00E6D075878E32DD2498A028CE658D9623D14EAF7845370","RuntimeScript","Legality.PvP","N/A","None","NativeBridge","Post-legality combat intent bridge","Legality:*","TBC-LEGALITY","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Semidar.cs regex:CanBe(Harmful|Beneficial)|Notoriety|PvPConsent|ChallengeGame|Government","Existing legality remains authoritative and group creation occurs only after it passes."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Semidar.cs","893F6AB9069FD1BAA00E6D075878E32DD2498A028CE658D9623D14EAF7845370","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Semidar.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Serado.cs","1650808E8639170E27CAF007F7A86A0532F0F5E0591B398940EEA2B8D0B0C667","RuntimeScript","Mutation.Damage","N/A","Damage","NativeBridge","Mobile.Damage mutation scope","Mutation:Damage","TBC-MUTATION-DAMAGE","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Serado.cs regex:\.Damage\s*\(","Participant damage must originate from an authorized action or effect scope."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Serado.cs","1650808E8639170E27CAF007F7A86A0532F0F5E0591B398940EEA2B8D0B0C667","RuntimeScript","Legality.PvP","N/A","None","NativeBridge","Post-legality combat intent bridge","Legality:*","TBC-LEGALITY","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Serado.cs regex:CanBe(Harmful|Beneficial)|Notoriety|PvPConsent|ChallengeGame|Government","Existing legality remains authoritative and group creation occurs only after it passes."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Serado.cs","1650808E8639170E27CAF007F7A86A0532F0F5E0591B398940EEA2B8D0B0C667","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Serado.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Twaulo.cs","816C6B1186D694F2AC235B06EF30C8FC1338D3FEBAEE5DCC1FF5407BCB6687E9","RuntimeScript","Mutation.Damage","N/A","Damage","NativeBridge","Mobile.Damage mutation scope","Mutation:Damage","TBC-MUTATION-DAMAGE","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Twaulo.cs regex:\.Damage\s*\(","Participant damage must originate from an authorized action or effect scope."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Twaulo.cs","816C6B1186D694F2AC235B06EF30C8FC1338D3FEBAEE5DCC1FF5407BCB6687E9","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Twaulo.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Twaulo.cs","816C6B1186D694F2AC235B06EF30C8FC1338D3FEBAEE5DCC1FF5407BCB6687E9","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Twaulo.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Minions/Bogle.cs","1932D857813AB969C58A10AE53DDADA4CE266A87B83B90E5ED694C9E95122EB1","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Minions/Bogle.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Minions/FerelTreefellow.cs","B08E960BC0E29CA86762F8568250F50602C440922B4CFA2FEF6E2E1D4D7D9BD4","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Minions/FerelTreefellow.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Minions/FetidEssence.cs","F4D6290D0744C813B50EC89000D8C274FC4CCBC73284DA24888EF40F368B812E","RuntimeScript","Timer.Subclass","WallClock","None","WallClockUnaffected","Mutation backstop and explicit effect adapters","Effect:*","TBC-TIMER-OWNER","Data/Scripts/Custom/Champions/Mobiles/Minions/FetidEssence.cs regex::\s*Timer\b","Timers remain wall-clock unless an owner-aware effect catalog entry overrides them."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Minions/FetidEssence.cs","F4D6290D0744C813B50EC89000D8C274FC4CCBC73284DA24888EF40F368B812E","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Minions/FetidEssence.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Custom:Champions","Data/Scripts/Custom/Champions/Mobiles/Minions/GreaterMongbat.cs","C3E3DA19E98217B0EAAC3C6437EFA50397A0C8CEBE81C89C43631FEA4F27D336","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Custom/Champions/Mobiles/Minions/GreaterMongbat.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
