ClassName,BaseClass,SourcePath,Kind,Status,Notes
ArcanicRobe,Robe,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArcanicRobe.cs,ItemCandidate,SourceVerified,
ArcanistStatueEastAddon,BaseAddon,Data/Scripts/Items/Construction/Addons/ArcanistStatueEastAddon.cs,ItemCandidate,SourceVerified,
ArcanistStatueEastDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Addons/ArcanistStatueEastAddon.cs,ItemCandidate,SourceVerified,
ArcanistStatueSouthAddon,BaseAddon,Data/Scripts/Items/Construction/Addons/ArcanistStatueSouthAddon.cs,ItemCandidate,SourceVerified,
ArcanistStatueSouthDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Addons/ArcanistStatueSouthAddon.cs,ItemCandidate,SourceVerified,
ArchCureMagicStaff,BaseMagicStaff,Data/Scripts/Items/Wands/4th Circle/ArchCureStaff.cs,ItemCandidate,SourceVerified,
ArchProtectionMagicStaff,BaseMagicStaff,Data/Scripts/Items/Wands/4th Circle/ArchProtectionStaff.cs,ItemCandidate,SourceVerified,
ArcherQuiver,BaseQuiver,Data/Scripts/Items/Containers/Quivers/ArcherQuiver.cs,ItemCandidate,SourceVerified,
ArcheryButte,AddonComponent,Data/Scripts/Items/Construction/Addons/ArcheryButteAddon.cs,ItemCandidate,SourceVerified,
ArcheryButteAddon,BaseAddon,Data/Scripts/Items/Construction/Addons/ArcheryButteAddon.cs,ItemCandidate,SourceVerified,
ArcheryButteDeed,BaseAddonDeed,Data/Scripts/Items/Construction/Addons/ArcheryButteAddon.cs,ItemCandidate,SourceVerified,
ArchmageRobe,BaseOuterTorso,Data/Scripts/Items/Clothing/Robes.cs,ItemCandidate,SourceVerified,
ArcticBeacon,MagicLantern,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArcticBeacon.cs,ItemCandidate,SourceVerified,
ArcticDeathDealer,WarMace,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArcticDeathDealer.cs,ItemCandidate,SourceVerified,
ArgentrockTeleporter,Item,Data/Scripts/Items/Doors/ArgentrockTeleporter.cs,ItemCandidate,SourceVerified,
Armoire,BaseContainer,Data/Scripts/Items/Containers/FurnitureContainer.cs,ItemCandidate,SourceVerified,
ArmorAttributeInfo,,Data/Scripts/Items/Magical/God/LevelAttributes.cs,ItemCandidate,SourceVerified,
ArmorGiftAttributeInfo,,Data/Scripts/Items/Magical/Gifts/GiftAttributes.cs,ItemCandidate,SourceVerified,
ArmorOfFortune,StuddedChest,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmorOfFortune.cs,ItemCandidate,SourceVerified,
ArmorOfInsight,PlateChest,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmorOfInsight.cs,ItemCandidate,SourceVerified,
ArmorOfNobility,RingmailChest,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmorOfNobility.cs,ItemCandidate,SourceVerified,
ArmoroftheTitans,RoyalChest,,ProposedItemClass,Proposed,New class should inherit from the resolved base item class.
ArmorofthefalseGods,RoyalChest,,ProposedItemClass,Proposed,New class should inherit from the resolved base item class.
ArmsBarrel,LockableContainer,Data/Scripts/Items/Containers/Container.cs,ItemCandidate,SourceVerified,
ArmsCrate,LockableContainer,Data/Scripts/Items/Containers/Container.cs,ItemCandidate,SourceVerified,
ArmsOfAegis,PlateArms,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmsOfAegis.cs,ItemCandidate,SourceVerified,
ArmsOfFortune,StuddedArms,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmsOfFortune.cs,ItemCandidate,SourceVerified,
ArmsOfInsight,PlateArms,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmsOfInsight.cs,ItemCandidate,SourceVerified,
ArmsOfNobility,RingmailArms,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmsOfNobility.cs,ItemCandidate,SourceVerified,
ArmsOfTheFallenKing,LeatherArms,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmsOfTheFallenKing.cs,ItemCandidate,SourceVerified,
ArmsOfTheHarrower,BoneArms,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmsOfTheHarrower.cs,ItemCandidate,SourceVerified,
ArmsOfToxicity,LeatherArms,Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmsOfToxicity.cs,ItemCandidate,SourceVerified,
Arrow,Item,Data/Scripts/Items/Trades/Resources/Arrows/Arrow.cs,ItemCandidate,SourceVerified,
ArtifactLargeVase,Item,Data/Scripts/Items/Decorations/Artifacts/Decorative/ArtifactLargeVase.cs,ItemCandidate,SourceVerified,
ArtifactManual,Item,Data/Scripts/Items/Magical/ArtifactManual.cs,ItemCandidate,SourceVerified,
ArtifactVase,Item,Data/Scripts/Items/Decorations/Artifacts/Decorative/ArtifactVase.cs,ItemCandidate,SourceVerified,
Artifact_ANecromancerShroud,GiftRobe,Data/Scripts/Items/Magical/Artifacts/Artifact_ANecromancerShroud.cs,ItemCandidate,SourceVerified,
Artifact_AbysmalGloves,GiftLeatherGloves,Data/Scripts/Items/Magical/Artifacts/Artifact_AbysmalGloves.cs,ItemCandidate,SourceVerified,
Artifact_AchillesShield,GiftBronzeShield,Data/Scripts/Items/Magical/Artifacts/Artifact_AchillesShield.cs,ItemCandidate,SourceVerified,
Artifact_AchillesSpear,GiftSpear,Data/Scripts/Items/Magical/Artifacts/Artifact_AchillesSpear.cs,ItemCandidate,SourceVerified,
Artifact_AcidProofRobe,GiftRobe,Data/Scripts/Items/Magical/Artifacts/Artifact_AcidProofRobe.cs,ItemCandidate,SourceVerified,
Artifact_Aegis,GiftHeaterShield,Data/Scripts/Items/Magical/Artifacts/Artifact_Aegis.cs,ItemCandidate,SourceVerified,
Artifact_AegisOfGrace,GiftDragonHelm,Data/Scripts/Items/Magical/Artifacts/Artifact_AegisOfGrace.cs,ItemCandidate,SourceVerified,
Artifact_AilricsLongbow,GiftElvenCompositeLongbow,Data/Scripts/Items/Magical/Artifacts/Artifact_AilricsLongbow.cs,ItemCandidate,SourceVerified,
Artifact_AlchemistsBauble,GiftTalismanLeather,Data/Scripts/Items/Magical/Artifacts/Artifact_AlchemistsBauble.cs,ItemCandidate,SourceVerified,
Artifact_AngelicEmbrace,GiftPlateArms,Data/Scripts/Items/Magical/Artifacts/Artifact_AngelicEmbrace.cs,ItemCandidate,SourceVerified,
Artifact_AngeroftheGods,GiftBroadsword,Data/Scripts/Items/Magical/Artifacts/Artifact_AngerOfTheGods.cs,ItemCandidate,SourceVerified,
Artifact_Annihilation,GiftBardiche,Data/Scripts/Items/Magical/Artifacts/Artifact_Annihilation.cs,ItemCandidate,SourceVerified,
Artifact_ArcaneArms,GiftLeatherArms,Data/Scripts/Items/Magical/Artifacts/Artifact_ArcaneArms.cs,ItemCandidate,SourceVerified,
Artifact_ArcaneCap,GiftLeatherCap,Data/Scripts/Items/Magical/Artifacts/Artifact_ArcaneCap.cs,ItemCandidate,SourceVerified,
Artifact_ArcaneGloves,GiftLeatherGloves,Data/Scripts/Items/Magical/Artifacts/Artifact_ArcaneGloves.cs,ItemCandidate,SourceVerified,
Artifact_ArcaneGorget,GiftLeatherGorget,Data/Scripts/Items/Magical/Artifacts/Artifact_ArcaneGorget.cs,ItemCandidate,SourceVerified,
Artifact_ArcaneLeggings,GiftLeatherLegs,Data/Scripts/Items/Magical/Artifacts/Artifact_ArcaneLeggings.cs,ItemCandidate,SourceVerified,
Artifact_ArcaneShield,GiftWoodenKiteShield,Data/Scripts/Items/Magical/Artifacts/Artifact_ArcaneShield.cs,ItemCandidate,SourceVerified,
Artifact_ArcaneTunic,GiftLeatherChest,Data/Scripts/Items/Magical/Artifacts/Artifact_ArcaneTunic.cs,ItemCandidate,SourceVerified,
Artifact_ArcanicRobe,GiftRobe,Data/Scripts/Items/Magical/Artifacts/Artifact_ArcanicRobe.cs,ItemCandidate,SourceVerified,
Artifact_ArcticBeacon,GiftLantern,Data/Scripts/Items/Magical/Artifacts/Artifact_ArcticBeacon.cs,ItemCandidate,SourceVerified,
Artifact_ArcticDeathDealer,GiftWarMace,Data/Scripts/Items/Magical/Artifacts/Artifact_ArcticDeathDealer.cs,ItemCandidate,SourceVerified,
Artifact_ArmorOfFortune,GiftStuddedChest,Data/Scripts/Items/Magical/Artifacts/Artifact_ArmorOfFortune.cs,ItemCandidate,SourceVerified,
Artifact_ArmorOfInsight,GiftPlateChest,Data/Scripts/Items/Magical/Artifacts/Artifact_ArmorOfInsight.cs,ItemCandidate,SourceVerified,
Artifact_ArmorOfNobility,GiftRingmailChest,Data/Scripts/Items/Magical/Artifacts/Artifact_ArmorOfNobility.cs,ItemCandidate,SourceVerified,
Artifact_ArmsOfAegis,GiftPlateArms,Data/Scripts/Items/Magical/Artifacts/Artifact_ArmsOfAegis.cs,ItemCandidate,SourceVerified,
Artifact_ArmsOfFortune,GiftStuddedArms,Data/Scripts/Items/Magical/Artifacts/Artifact_ArmsOfFortune.cs,ItemCandidate,SourceVerified,
Artifact_ArmsOfInsight,GiftPlateArms,Data/Scripts/Items/Magical/Artifacts/Artifact_ArmsOfInsight.cs,ItemCandidate,SourceVerified,
Artifact_ArmsOfNobility,GiftRingmailArms,Data/Scripts/Items/Magical/Artifacts/Artifact_ArmsOfNobility.cs,ItemCandidate,SourceVerified,
Artifact_ArmsOfTheFallenKing,GiftLeatherArms,Data/Scripts/Items/Magical/Artifacts/Artifact_ArmsOfTheFallenKing.cs,ItemCandidate,SourceVerified,
Artifact_ArmsOfTheHarrower,GiftBoneArms,Data/Scripts/Items/Magical/Artifacts/Artifact_ArmsOfTheHarrower.cs,ItemCandidate,SourceVerified,
Artifact_ArmsOfToxicity,GiftLeatherArms,Data/Scripts/Items/Magical/Artifacts/Artifact_ArmsOfToxicity.cs,ItemCandidate,SourceVerified,
Artifact_AuraOfShadows,GiftLantern,Data/Scripts/Items/Magical/Artifacts/Artifact_AuraOfShadows.cs,ItemCandidate,SourceVerified,
Artifact_AxeOfTheHeavens,GiftDoubleAxe,Data/Scripts/Items/Magical/Artifacts/Artifact_AxeOfTheHeavens.cs,ItemCandidate,SourceVerified,
Artifact_AxeoftheMinotaur,GiftLargeBattleAxe,Data/Scripts/Items/Magical/Artifacts/Artifact_AxeoftheMinotaur.cs,ItemCandidate,SourceVerified,
Artifact_BeggarsRobe,GiftRobe,Data/Scripts/Items/Magical/Artifacts/Artifact_BeggarsRobe.cs,ItemCandidate,SourceVerified,
Artifact_BelmontWhip,GiftWhips,Data/Scripts/Items/Magical/Artifacts/Artifact_BelmontWhip.cs,ItemCandidate,SourceVerified,
Artifact_BeltofHercules,GiftBelt,Data/Scripts/Items/Magical/Artifacts/Artifact_BeltofHercules.cs,ItemCandidate,SourceVerified,
Artifact_BladeDance,GiftRuneBlade,Data/Scripts/Items/Magical/Artifacts/Artifact_BladeDance.cs,ItemCandidate,SourceVerified,
Artifact_BladeOfInsanity,GiftKatana,Data/Scripts/Items/Magical/Artifacts/Artifact_BladeOfInsanity.cs,ItemCandidate,SourceVerified,
Artifact_BladeOfTheRighteous,GiftLongsword,Data/Scripts/Items/Magical/Artifacts/Artifact_BladeOfTheRighteous.cs,ItemCandidate,SourceVerified,
Artifact_BlazeOfDeath,GiftHalberd,Data/Scripts/Items/Magical/Artifacts/Artifact_BlazeOfDeath.cs,ItemCandidate,SourceVerified,
Artifact_BlightGrippedLongbow,GiftElvenCompositeLongbow,Data/Scripts/Items/Magical/Artifacts/Artifact_BlightGrippedLongbow.cs,ItemCandidate,SourceVerified,
Artifact_BloodwoodSpirit,GiftTalismanLeather,Data/Scripts/Items/Magical/Artifacts/Artifact_BloodwoodSpirit.cs,ItemCandidate,SourceVerified,
Artifact_BoneCrusher,GiftWarMace,Data/Scripts/Items/Magical/Artifacts/Artifact_BoneCrusher.cs,ItemCandidate,SourceVerified,
Artifact_Bonesmasher,GiftDiamondMace,Data/Scripts/Items/Magical/Artifacts/Artifact_Bonesmasher.cs,ItemCandidate,SourceVerified,
Artifact_BookOfKnowledge,MySpellbook,Data/Scripts/Items/Magical/Artifacts/Specific/BookOfKnowledge.cs,ItemCandidate,SourceVerified,
Artifact_Boomstick,GiftWildStaff,Data/Scripts/Items/Magical/Artifacts/Artifact_Boomstick.cs,ItemCandidate,SourceVerified,
Artifact_BootsofHermes,GiftBoots,Data/Scripts/Items/Magical/Artifacts/Artifact_BootsofHermes.cs,ItemCandidate,SourceVerified,
Artifact_BootsofHydros,GiftBoots,Data/Scripts/Items/Magical/Artifacts/Artifact_BootsofHydros.cs,ItemCandidate,SourceVerified,
Artifact_BootsofLithos,GiftBoots,Data/Scripts/Items/Magical/Artifacts/Artifact_BootsofLithos.cs,ItemCandidate,SourceVerified,
Artifact_BootsofPyros,GiftBoots,Data/Scripts/Items/Magical/Artifacts/Artifact_BootsofPyros.cs,ItemCandidate,SourceVerified,
Artifact_BootsofStratos,GiftBoots,Data/Scripts/Items/Magical/Artifacts/Artifact_BootsofStratos.cs,ItemCandidate,SourceVerified,
Artifact_BowOfTheJukaKing,GiftBow,Data/Scripts/Items/Magical/Artifacts/Artifact_BowOfTheJukaKing.cs,ItemCandidate,SourceVerified,
Artifact_BowofthePhoenix,GiftElvenCompositeLongbow,Data/Scripts/Items/Magical/Artifacts/Artifact_BowofthePhoenix.cs,ItemCandidate,SourceVerified,
Artifact_BraceletOfHealth,GiftGoldBracelet,Data/Scripts/Items/Magical/Artifacts/Artifact_BraceletOfHealth.cs,ItemCandidate,SourceVerified,
Artifact_BraceletOfTheElements,GiftGoldBracelet,Data/Scripts/Items/Magical/Artifacts/Artifact_BraceletOfTheElements.cs,ItemCandidate,SourceVerified,
Artifact_BraceletOfTheVile,GiftGoldBracelet,Data/Scripts/Items/Magical/Artifacts/Artifact_BraceletOfTheVile.cs,ItemCandidate,SourceVerified,
Artifact_BrambleCoat,GiftLeatherChest,Data/Scripts/Items/Magical/Artifacts/Artifact_BrambleCoat.cs,ItemCandidate,SourceVerified,
Artifact_BraveKnightOfTheBritannia,GiftKatana,Data/Scripts/Items/Magical/Artifacts/Artifact_BraveKnightOfTheBritannia.cs,ItemCandidate,SourceVerified,
Artifact_BreathOfTheDead,GiftBoneHarvester,Data/Scripts/Items/Magical/Artifacts/Artifact_BreathOfTheDead.cs,ItemCandidate,SourceVerified,
Artifact_BurglarsBandana,GiftBandana,Data/Scripts/Items/Magical/Artifacts/Artifact_BurglarsBandana.cs,ItemCandidate,SourceVerified,
Artifact_Calm,GiftHalberd,Data/Scripts/Items/Magical/Artifacts/Artifact_Calm.cs,ItemCandidate,SourceVerified,
Artifact_CandleCold,GiftCandle,Data/Scripts/Items/Magical/Artifacts/Artifact_Candles.cs,ItemCandidate,SourceVerified,
Artifact_CandleEnergy,GiftCandle,Data/Scripts/Items/Magical/Artifacts/Artifact_Candles.cs,ItemCandidate,SourceVerified,
Artifact_CandleFire,GiftCandle,Data/Scripts/Items/Magical/Artifacts/Artifact_Candles.cs,ItemCandidate,SourceVerified,
Artifact_CandleNecromancer,GiftCandle,Data/Scripts/Items/Magical/Artifacts/Artifact_Candles.cs,ItemCandidate,SourceVerified,
Artifact_CandlePoison,GiftCandle,Data/Scripts/Items/Magical/Artifacts/Artifact_Candles.cs,ItemCandidate,SourceVerified,
Artifact_CandleWizard,GiftCandle,Data/Scripts/Items/Magical/Artifacts/Artifact_Candles.cs,ItemCandidate,SourceVerified,
Artifact_CapOfFortune,GiftLeatherCap,Data/Scripts/Items/Magical/Artifacts/Artifact_CapOfFortune.cs,ItemCandidate,SourceVerified,
Artifact_CapOfTheFallenKing,GiftLeatherCap,Data/Scripts/Items/Magical/Artifacts/Artifact_CapOfTheFallenKing.cs,ItemCandidate,SourceVerified,
Artifact_CaptainJohnsHat,GiftTricorneHat,Data/Scripts/Items/Magical/Artifacts/Artifact_CaptainJohnsHat.cs,ItemCandidate,SourceVerified,
Artifact_CaptainQuacklebushsCutlass,GiftCutlass,Data/Scripts/Items/Magical/Artifacts/Artifact_CaptainQuacklebushsCutlass.cs,ItemCandidate,SourceVerified,
Artifact_CavortingClub,GiftClub,Data/Scripts/Items/Magical/Artifacts/Artifact_CavortingClub.cs,ItemCandidate,SourceVerified,
Artifact_CircletOfTheSorceress,GiftLeatherCap,Data/Scripts/Items/Magical/Artifacts/Artifact_CircletOfTheSorceress.cs,ItemCandidate,SourceVerified,
Artifact_CoifOfBane,GiftChainCoif,Data/Scripts/Items/Magical/Artifacts/Artifact_CoifOfBane.cs,ItemCandidate,SourceVerified,
Artifact_CoifOfFire,GiftChainCoif,Data/Scripts/Items/Magical/Artifacts/Artifact_CoifOfFire.cs,ItemCandidate,SourceVerified,
Artifact_ColdBlood,GiftCleaver,Data/Scripts/Items/Magical/Artifacts/Artifact_ColdBlood.cs,ItemCandidate,SourceVerified,
Artifact_ColdForgedBlade,GiftElvenSpellblade,Data/Scripts/Items/Magical/Artifacts/Artifact_ColdForgedBlade.cs,ItemCandidate,SourceVerified,
Artifact_ConansHelm,GiftPlateHelm,Data/Scripts/Items/Magical/Artifacts/Artifact_ConansHelm.cs,ItemCandidate,SourceVerified,
Artifact_ConansLoinCloth,GiftBelt,Data/Scripts/Items/Magical/Artifacts/Artifact_ConansLoinCloth.cs,ItemCandidate,SourceVerified,
Artifact_ConansSword,GiftClaymore,Data/Scripts/Items/Magical/Artifacts/Artifact_ConansSword.cs,ItemCandidate,SourceVerified,
Artifact_CrimsonCincture,GiftHalfApron,Data/Scripts/Items/Magical/Artifacts/Artifact_CrimsonCincture.cs,ItemCandidate,SourceVerified,
Artifact_CrownOfTalKeesh,GiftBandana,Data/Scripts/Items/Magical/Artifacts/Artifact_CrownOfTalKeesh.cs,ItemCandidate,SourceVerified,
Artifact_DaggerOfVenom,GiftDagger,Data/Scripts/Items/Magical/Artifacts/Artifact_DaggerOfVenom.cs,ItemCandidate,SourceVerified,
Artifact_DarkGuardiansChest,GiftPlateChest,Data/Scripts/Items/Magical/Artifacts/Artifact_DarkGuardiansChest.cs,ItemCandidate,SourceVerified,
Artifact_DarkLordsPitchfork,GiftPitchfork,Data/Scripts/Items/Magical/Artifacts/Artifact_DarkLordsPitchfork.cs,ItemCandidate,SourceVerified,
Artifact_DarkNeck,GiftPlateGorget,Data/Scripts/Items/Magical/Artifacts/Artifact_DarkNeck.cs,ItemCandidate,SourceVerified,
Artifact_DeathsMask,GiftBoneHelm,Data/Scripts/Items/Magical/Artifacts/Artifact_DeathsMask.cs,ItemCandidate,SourceVerified,
Artifact_DetectiveBoots,GiftBoots,Data/Scripts/Items/Magical/Artifacts/Artifact_DetectiveBoots.cs,ItemCandidate,SourceVerified,
Artifact_DivineArms,GiftLeatherArms,Data/Scripts/Items/Magical/Artifacts/Artifact_DivineArms.cs,ItemCandidate,SourceVerified,
Artifact_DivineCountenance,GiftHornedTribalMask,Data/Scripts/Items/Magical/Artifacts/Artifact_DivineCountenance.cs,ItemCandidate,SourceVerified,
Artifact_DivineGloves,GiftLeatherGloves,Data/Scripts/Items/Magical/Artifacts/Artifact_DivineGloves.cs,ItemCandidate,SourceVerified,
Artifact_DivineGorget,GiftLeatherGorget,Data/Scripts/Items/Magical/Artifacts/Artifact_DivineGorget.cs,ItemCandidate,SourceVerified,
Artifact_DivineLeggings,GiftLeatherLegs,Data/Scripts/Items/Magical/Artifacts/Artifact_DivineLeggings.cs,ItemCandidate,SourceVerified,
Artifact_DivineTunic,GiftLeatherChest,Data/Scripts/Items/Magical/Artifacts/Artifact_DivineTunic.cs,ItemCandidate,SourceVerified,
Artifact_DjinnisRing,GiftSilverRing,Data/Scripts/Items/Magical/Artifacts/Artifact_DjinnisRing.cs,ItemCandidate,SourceVerified,
Artifact_DreadPirateHat,GiftTricorneHat,Data/Scripts/Items/Magical/Artifacts/Artifact_DreadPirateHat.cs,ItemCandidate,SourceVerified,
Artifact_DupresCollar,GiftPlateGorget,Data/Scripts/Items/Magical/Artifacts/Artifact_DupresCollar.cs,ItemCandidate,SourceVerified,
Artifact_DupresShield,GiftOrderShield,Data/Scripts/Items/Magical/Artifacts/Artifact_DupresShield.cs,ItemCandidate,SourceVerified,
Artifact_EarringsOfHealth,GiftGoldEarrings,Data/Scripts/Items/Magical/Artifacts/Artifact_EarringsOfHealth.cs,ItemCandidate,SourceVerified,
Artifact_EarringsOfTheElements,GiftGoldEarrings,Data/Scripts/Items/Magical/Artifacts/Artifact_EarringsOfTheElements.cs,ItemCandidate,SourceVerified,
Artifact_EarringsOfTheMagician,GiftGoldEarrings,Data/Scripts/Items/Magical/Artifacts/Artifact_EarringsOfTheMagician.cs,ItemCandidate,SourceVerified,
Artifact_EarringsOfTheVile,GiftGoldEarrings,Data/Scripts/Items/Magical/Artifacts/Artifact_EarringsOfTheVile.cs,ItemCandidate,SourceVerified,
Artifact_EmbroideredOakLeafCloak,GiftCloak,Data/Scripts/Items/Magical/Artifacts/Artifact_EmbroideredOakLeafCloak.cs,ItemCandidate,SourceVerified,
Artifact_EnchantedTitanLegBone,GiftShortSpear,Data/Scripts/Items/Magical/Artifacts/Artifact_EnchantedTitanLegBone.cs,ItemCandidate,SourceVerified,
Artifact_EssenceOfBattle,GiftGoldRing,Data/Scripts/Items/Magical/Artifacts/Artifact_EssenceOfBattle.cs,ItemCandidate,SourceVerified,
Artifact_EternalFlame,GiftLantern,Data/Scripts/Items/Magical/Artifacts/Artifact_EternalFlame.cs,ItemCandidate,SourceVerified,
Artifact_EvilMageGloves,GiftLeatherGloves,Data/Scripts/Items/Magical/Artifacts/Artifact_EvilMageGloves.cs,ItemCandidate,SourceVerified,
Artifact_Excalibur,GiftClaymore,Data/Scripts/Items/Magical/Artifacts/Artifact_Excalibur.cs,ItemCandidate,SourceVerified,
Artifact_FalseGodsScepter,GiftScepter,Data/Scripts/Items/Magical/Artifacts/Artifact_FalseGodsScepter.cs,ItemCandidate,SourceVerified,
Artifact_FangOfRactus,GiftKryss,Data/Scripts/Items/Magical/Artifacts/Artifact_FangOfRactus.cs,ItemCandidate,SourceVerified,
Artifact_FesteringWound,GiftKryss,Data/Scripts/Items/Magical/Artifacts/Artifact_FesteringWound.cs,ItemCandidate,SourceVerified,
Artifact_FeyLeggings,GiftChainLegs,Data/Scripts/Items/Magical/Artifacts/Artifact_FeyLeggings.cs,ItemCandidate,SourceVerified,
Artifact_FleshRipper,GiftAssassinSpike,Data/Scripts/Items/Magical/Artifacts/Artifact_FleshRipper.cs,ItemCandidate,SourceVerified,
Artifact_Fortifiedarms,GiftBoneArms,Data/Scripts/Items/Magical/Artifacts/Artifact_FortifiedArms.cs,ItemCandidate,SourceVerified,
Artifact_FortunateBlades,GiftDaisho,Data/Scripts/Items/Magical/Artifacts/Artifact_FortunateBlades.cs,ItemCandidate,SourceVerified,
Artifact_Frostbringer,GiftBow,Data/Scripts/Items/Magical/Artifacts/Artifact_Frostbringer.cs,ItemCandidate,SourceVerified,
Artifact_FurCapeOfTheSorceress,GiftCloak,Data/Scripts/Items/Magical/Artifacts/Artifact_FurCapeOfTheSorceress.cs,ItemCandidate,SourceVerified,
Artifact_Fury,GiftKatana,Data/Scripts/Items/Magical/Artifacts/Artifact_Fury.cs,ItemCandidate,SourceVerified,
Artifact_GandalfsHat,GiftWizardsHat,Data/Scripts/Items/Magical/Artifacts/Artifact_GandalfsHat.cs,ItemCandidate,SourceVerified,
Artifact_GandalfsRobe,GiftRobe,Data/Scripts/Items/Magical/Artifacts/Artifact_GandalfsRobe.cs,ItemCandidate,SourceVerified,
Artifact_GandalfsStaff,GiftQuarterStaff,Data/Scripts/Items/Magical/Artifacts/Artifact_GandalfsStaff.cs,ItemCandidate,SourceVerified,
Artifact_GauntletsOfNobility,GiftRingmailGloves,Data/Scripts/Items/Magical/Artifacts/Artifact_GauntletsOfNobility.cs,ItemCandidate,SourceVerified,
Artifact_GeishasObi,GiftObi,Data/Scripts/Items/Magical/Artifacts/Artifact_GeishasObi.cs,ItemCandidate,SourceVerified,
Artifact_GiantBlackjack,GiftClub,Data/Scripts/Items/Magical/Artifacts/Artifact_GiantBlackjack.cs,ItemCandidate,SourceVerified,
Artifact_GladiatorsCollar,GiftPlateGorget,Data/Scripts/Items/Magical/Artifacts/Artifact_GladiatorsCollar.cs,ItemCandidate,SourceVerified,
Artifact_GlassSword,GiftVikingSword,Data/Scripts/Items/Magical/Artifacts/Artifact_GlassSword.cs,ItemCandidate,SourceVerified,
